datetime,date,time,price,volume
20220225 233835,20220225,233835,18.0,1
20220225 233837,20220225,233837,18.0,1
20220225 233837,20220225,233837,18.0,1
20220225 233849,20220225,233849,17.0,2
20220225 233849,20220225,233849,17.0,2
20220225 233853,20220225,233853,17.5,1
20220225 233853,20220225,233853,17.5,1
20220225 233900,20220225,233900,17.0,1
20220225 233900,20220225,233900,17.0,1
20220225 233904,20220225,233904,17.5,1
20220225 233904,20220225,233904,17.5,1
20220225 233907,20220225,233907,17.5,1
20220225 233907,20220225,233907,17.5,1
20220225 233909,20220225,233909,17.5,1
20220225 233909,20220225,233909,17.5,1
20220225 233912,20220225,233912,17.5,1
20220225 233912,20220225,233912,17.5,1
20220225 233914,20220225,233914,17.5,1
20220225 233914,20220225,233914,17.5,1
20220225 233917,20220225,233917,17.5,1
20220225 233917,20220225,233917,17.5,1
20220225 233919,20220225,233919,17.5,1
20220225 233919,20220225,233919,17.5,1
20220225 233920,20220225,233920,17.5,1
20220225 233920,20220225,233920,17.5,1
20220225 233922,20220225,233922,17.5,1
20220225 233922,20220225,233922,17.5,1
20220225 233924,20220225,233924,17.5,1
20220225 233924,20220225,233924,17.5,1
20220225 233927,20220225,233927,17.5,1
20220225 233927,20220225,233927,17.5,1
20220225 233930,20220225,233930,17.5,1
20220225 233930,20220225,233930,17.5,1
20220225 233932,20220225,233932,17.5,1
20220225 233932,20220225,233932,17.5,1
20220225 233935,20220225,233935,17.5,1
20220225 233935,20220225,233935,17.5,1
20220225 233935,20220225,233935,17.5,4
20220225 233935,20220225,233935,17.5,4
20220225 233942,20220225,233942,18.0,1
20220225 233942,20220225,233942,18.0,1
20220225 233944,20220225,233944,18.0,1
20220225 233944,20220225,233944,18.0,1
20220225 233946,20220225,233946,18.0,1
20220225 233946,20220225,233946,18.0,1
20220225 234008,20220225,234008,18.0,1
20220225 234008,20220225,234008,18.0,1
20220225 234015,20220225,234015,18.0,16
20220225 234015,20220225,234015,18.0,16
20220225 234019,20220225,234019,18.5,1
20220225 234019,20220225,234019,18.5,1
20220225 234032,20220225,234032,18.5,1
20220225 234032,20220225,234032,18.5,1
20220225 234039,20220225,234039,18.5,8
20220225 234039,20220225,234039,18.5,1
20220225 234039,20220225,234039,18.5,2
20220225 234039,20220225,234039,18.5,5
20220225 234046,20220225,234046,18.5,5
20220225 234046,20220225,234046,18.5,5
20220225 234049,20220225,234049,18.5,1
20220225 234049,20220225,234049,18.5,1
20220225 234055,20220225,234055,18.5,1
20220225 234055,20220225,234055,18.5,1
20220225 234057,20220225,234057,18.5,1
20220225 234057,20220225,234057,18.5,1
20220225 234058,20220225,234058,18.5,1
20220225 234058,20220225,234058,18.5,1
20220225 234100,20220225,234100,19.0,1
20220225 234100,20220225,234100,19.0,1
20220225 234105,20220225,234105,19.5,1
20220225 234105,20220225,234105,19.5,1
20220225 234112,20220225,234112,20.0,1
20220225 234112,20220225,234112,20.0,1
20220225 234117,20220225,234117,19.5,20
20220225 234117,20220225,234117,19.5,20
20220225 234117,20220225,234117,19.5,1
20220225 234117,20220225,234117,19.5,1
20220225 234119,20220225,234119,19.5,20
20220225 234119,20220225,234119,19.5,20
20220225 234119,20220225,234119,19.5,9
20220225 234119,20220225,234119,19.5,9
20220225 234210,20220225,234210,19.5,2
20220225 234210,20220225,234210,19.5,2
20220225 234330,20220225,234330,19.5,19
20220225 234330,20220225,234330,19.5,8
20220225 234330,20220225,234330,19.5,11
20220225 234332,20220225,234332,19.5,10
20220225 234332,20220225,234332,19.5,6
20220225 234332,20220225,234332,19.5,4
20220225 234336,20220225,234336,20.0,12
20220225 234336,20220225,234336,20.0,2
20220225 234336,20220225,234336,20.0,10
20220225 234337,20220225,234337,20.0,1
20220225 234337,20220225,234337,20.0,1
20220225 234348,20220225,234348,20.5,10
20220225 234348,20220225,234348,20.5,10
20220225 234348,20220225,234348,20.5,1
20220225 234348,20220225,234348,20.5,1
20220225 234348,20220225,234348,20.5,1
20220225 234348,20220225,234348,20.5,1
20220225 234352,20220225,234352,20.5,8
20220225 234352,20220225,234352,20.5,8
20220225 234404,20220225,234404,21.0,5
20220225 234404,20220225,234404,21.0,5
20220225 234406,20220225,234406,21.5,5
20220225 234406,20220225,234406,21.5,1
20220225 234406,20220225,234406,21.5,4
20220225 234408,20220225,234408,21.5,5
20220225 234408,20220225,234408,21.5,5
20220225 234410,20220225,234410,21.0,1
20220225 234410,20220225,234410,21.0,1
20220225 234410,20220225,234410,21.0,1
20220225 234410,20220225,234410,21.0,1
20220225 234410,20220225,234410,21.0,1
20220225 234410,20220225,234410,21.0,1
20220225 234411,20220225,234411,21.0,1
20220225 234411,20220225,234411,21.0,1
20220225 234412,20220225,234412,21.5,1
20220225 234412,20220225,234412,21.5,1
20220225 234412,20220225,234412,21.5,5
20220225 234412,20220225,234412,21.5,5
20220225 234414,20220225,234414,21.5,8
20220225 234414,20220225,234414,21.5,8
20220225 234415,20220225,234415,21.5,5
20220225 234415,20220225,234415,21.5,5
20220225 234417,20220225,234417,21.5,5
20220225 234417,20220225,234417,21.5,1
20220225 234417,20220225,234417,21.5,1
20220225 234417,20220225,234417,21.5,1
20220225 234417,20220225,234417,21.5,1
20220225 234417,20220225,234417,21.5,1
20220225 234419,20220225,234419,22.0,5
20220225 234419,20220225,234419,22.0,1
20220225 234419,20220225,234419,22.0,1
20220225 234419,20220225,234419,22.0,3
20220225 234421,20220225,234421,22.0,4
20220225 234421,20220225,234421,22.0,2
20220225 234421,20220225,234421,22.0,1
20220225 234421,20220225,234421,22.0,1
20220225 234421,20220225,234421,22.0,1
20220225 234421,20220225,234421,22.0,1
20220225 234425,20220225,234425,21.0,7
20220225 234425,20220225,234425,21.0,2
20220225 234425,20220225,234425,21.0,5
20220225 234428,20220225,234428,21.5,7
20220225 234428,20220225,234428,21.5,7
20220225 234429,20220225,234429,21.5,2
20220225 234429,20220225,234429,21.5,2
20220225 234431,20220225,234431,21.0,1
20220225 234431,20220225,234431,21.0,1
20220225 234432,20220225,234432,21.5,1
20220225 234432,20220225,234432,21.5,1
20220225 234432,20220225,234432,21.5,1
20220225 234432,20220225,234432,21.5,1
20220225 234435,20220225,234435,21.5,5
20220225 234435,20220225,234435,21.5,5
20220225 234438,20220225,234438,21.5,5
20220225 234438,20220225,234438,21.5,4
20220225 234438,20220225,234438,21.5,1
20220225 234441,20220225,234441,21.5,5
20220225 234441,20220225,234441,21.5,5
20220225 234443,20220225,234443,21.5,5
20220225 234443,20220225,234443,21.5,5
20220225 234443,20220225,234443,21.5,10
20220225 234443,20220225,234443,21.5,10
20220225 234445,20220225,234445,21.5,5
20220225 234445,20220225,234445,21.5,5
20220225 234452,20220225,234452,22.0,5
20220225 234452,20220225,234452,22.0,4
20220225 234452,20220225,234452,22.0,1
20220225 234454,20220225,234454,21.5,5
20220225 234454,20220225,234454,21.5,5
20220225 234456,20220225,234456,21.5,5
20220225 234456,20220225,234456,21.5,5
20220225 234459,20220225,234459,21.5,5
20220225 234459,20220225,234459,21.5,5
20220225 234502,20220225,234502,22.0,5
20220225 234502,20220225,234502,22.0,5
20220225 234504,20220225,234504,21.5,5
20220225 234504,20220225,234504,21.5,5
20220225 234507,20220225,234507,21.5,5
20220225 234507,20220225,234507,21.5,5
20220225 234512,20220225,234512,21.5,5
20220225 234512,20220225,234512,21.5,5
20220225 234520,20220225,234520,21.0,2
20220225 234520,20220225,234520,21.0,2
20220225 234521,20220225,234521,21.5,1
20220225 234521,20220225,234521,21.5,1
20220225 234528,20220225,234528,21.0,2
20220225 234528,20220225,234528,21.0,2
20220225 234537,20220225,234537,21.5,5
20220225 234537,20220225,234537,21.5,5
20220225 234539,20220225,234539,22.0,5
20220225 234539,20220225,234539,22.0,1
20220225 234539,20220225,234539,22.0,4
20220225 234541,20220225,234541,22.0,5
20220225 234541,20220225,234541,22.0,2
20220225 234541,20220225,234541,22.0,3
20220225 234544,20220225,234544,21.5,5
20220225 234544,20220225,234544,21.5,5
20220225 234546,20220225,234546,22.0,5
20220225 234546,20220225,234546,22.0,1
20220225 234546,20220225,234546,22.0,4
20220225 234548,20220225,234548,22.0,5
20220225 234548,20220225,234548,22.0,5
20220225 234550,20220225,234550,22.5,5
20220225 234550,20220225,234550,22.5,1
20220225 234550,20220225,234550,22.5,2
20220225 234550,20220225,234550,22.5,2
20220225 234552,20220225,234552,21.5,4
20220225 234552,20220225,234552,21.5,4
20220225 234552,20220225,234552,21.5,4
20220225 234552,20220225,234552,21.5,4
20220225 234553,20220225,234553,22.5,4
20220225 234553,20220225,234553,22.5,4
20220225 234553,20220225,234553,22.5,1
20220225 234553,20220225,234553,22.5,1
20220225 234555,20220225,234555,22.0,1
20220225 234555,20220225,234555,22.0,1
20220225 234555,20220225,234555,22.0,4
20220225 234555,20220225,234555,22.0,4
20220225 234556,20220225,234556,22.5,5
20220225 234556,20220225,234556,22.5,5
20220225 234559,20220225,234559,22.5,4
20220225 234559,20220225,234559,22.5,4
20220225 234559,20220225,234559,22.5,1
20220225 234559,20220225,234559,22.5,1
20220225 234601,20220225,234601,22.5,5
20220225 234601,20220225,234601,22.5,5
20220225 234603,20220225,234603,22.5,5
20220225 234603,20220225,234603,22.5,5
20220225 234604,20220225,234604,22.0,1
20220225 234604,20220225,234604,22.0,1
20220225 234618,20220225,234618,22.5,7
20220225 234618,20220225,234618,22.5,7
20220225 234629,20220225,234629,22.5,1
20220225 234629,20220225,234629,22.5,1
20220225 234634,20220225,234634,22.0,4
20220225 234634,20220225,234634,22.0,1
20220225 234634,20220225,234634,22.0,2
20220225 234634,20220225,234634,22.0,1
20220225 234642,20220225,234642,22.5,1
20220225 234642,20220225,234642,22.5,1
20220225 234642,20220225,234642,22.5,3
20220225 234642,20220225,234642,22.5,3
20220225 234707,20220225,234707,22.5,1
20220225 234707,20220225,234707,22.5,1
20220225 234716,20220225,234716,22.5,3
20220225 234716,20220225,234716,22.5,3
20220225 234716,20220225,234716,23.0,1
20220225 234716,20220225,234716,23.0,2
20220225 234716,20220225,234716,23.0,1
20220225 234716,20220225,234716,23.0,10
20220225 234716,20220225,234716,23.0,1
20220225 234716,20220225,234716,23.0,1
20220225 234716,20220225,234716,23.0,1
20220225 234716,20220225,234716,23.0,17
20220225 234716,20220225,234716,23.0,5
20220225 234716,20220225,234716,23.0,5
20220225 234717,20220225,234717,23.0,1
20220225 234717,20220225,234717,23.0,1
20220225 234720,20220225,234720,23.0,1
20220225 234720,20220225,234720,23.0,1
20220225 234720,20220225,234720,23.0,1
20220225 234720,20220225,234720,23.0,1
20220225 234723,20220225,234723,23.0,1
20220225 234723,20220225,234723,23.0,1
20220225 234724,20220225,234724,23.0,1
20220225 234724,20220225,234724,23.0,1
20220225 234724,20220225,234724,23.5,1
20220225 234724,20220225,234724,23.5,1
20220225 234724,20220225,234724,23.5,1
20220225 234724,20220225,234724,23.5,1
20220225 234727,20220225,234727,23.0,1
20220225 234727,20220225,234727,23.0,1
20220225 234727,20220225,234727,23.0,1
20220225 234727,20220225,234727,23.0,1
20220225 234730,20220225,234730,23.0,1
20220225 234730,20220225,234730,23.0,1
20220225 234730,20220225,234730,23.0,1
20220225 234730,20220225,234730,23.0,1
20220225 234733,20220225,234733,23.0,1
20220225 234733,20220225,234733,23.0,1
20220225 234736,20220225,234736,23.0,1
20220225 234736,20220225,234736,23.0,1
20220225 234742,20220225,234742,23.5,1
20220225 234742,20220225,234742,23.5,1
20220225 234742,20220225,234742,23.5,1
20220225 234742,20220225,234742,23.5,1
20220225 234743,20220225,234743,23.5,1
20220225 234743,20220225,234743,23.5,1
20220225 234743,20220225,234743,23.5,1
20220225 234743,20220225,234743,23.5,1
20220225 234743,20220225,234743,23.5,17
20220225 234743,20220225,234743,23.5,17
20220225 234743,20220225,234743,23.5,18
20220225 234743,20220225,234743,23.5,18
20220225 234743,20220225,234743,23.5,6
20220225 234743,20220225,234743,23.5,6
20220225 234744,20220225,234744,23.5,20
20220225 234744,20220225,234744,23.5,20
20220225 234744,20220225,234744,23.5,10
20220225 234744,20220225,234744,23.5,10
20220225 234755,20220225,234755,23.5,5
20220225 234755,20220225,234755,23.5,5
20220225 234828,20220225,234828,23.5,1
20220225 234828,20220225,234828,23.5,1
20220225 234843,20220225,234843,23.0,1
20220225 234843,20220225,234843,23.0,1
20220225 234846,20220225,234846,23.0,10
20220225 234846,20220225,234846,23.0,10
20220225 234847,20220225,234847,23.0,10
20220225 234847,20220225,234847,23.0,10
20220225 234847,20220225,234847,23.0,10
20220225 234847,20220225,234847,23.0,10
20220225 234855,20220225,234855,23.0,10
20220225 234855,20220225,234855,23.0,10
20220225 234855,20220225,234855,23.0,10
20220225 234855,20220225,234855,23.0,10
20220225 234855,20220225,234855,23.0,10
20220225 234855,20220225,234855,23.0,10
20220225 234857,20220225,234857,23.0,1
20220225 234857,20220225,234857,23.0,1
20220225 234857,20220225,234857,23.0,1
20220225 234857,20220225,234857,23.0,1
20220225 234858,20220225,234858,23.0,3
20220225 234858,20220225,234858,23.0,3
20220225 234900,20220225,234900,23.0,8
20220225 234900,20220225,234900,23.0,8
20220225 234906,20220225,234906,23.0,1
20220225 234906,20220225,234906,23.0,1
20220225 234907,20220225,234907,23.0,1
20220225 234907,20220225,234907,23.0,1
20220225 234909,20220225,234909,23.0,1
20220225 234909,20220225,234909,23.0,1
20220225 234911,20220225,234911,23.0,11
20220225 234911,20220225,234911,23.0,11
20220225 234920,20220225,234920,23.0,4
20220225 234920,20220225,234920,23.0,4
20220225 234922,20220225,234922,23.0,1
20220225 234922,20220225,234922,23.0,1
20220225 234928,20220225,234928,23.0,1
20220225 234928,20220225,234928,23.0,1
20220225 234929,20220225,234929,23.0,1
20220225 234929,20220225,234929,23.0,1
20220225 234930,20220225,234930,23.0,1
20220225 234930,20220225,234930,23.0,1
20220225 234932,20220225,234932,23.5,10
20220225 234932,20220225,234932,23.5,1
20220225 234932,20220225,234932,23.5,1
20220225 234932,20220225,234932,23.5,8
20220225 234937,20220225,234937,23.0,1
20220225 234937,20220225,234937,23.0,1
20220225 234937,20220225,234937,23.0,1
20220225 234937,20220225,234937,23.0,1
20220225 234939,20220225,234939,23.0,1
20220225 234939,20220225,234939,23.0,1
20220225 234940,20220225,234940,23.5,1
20220225 234940,20220225,234940,23.5,1
20220225 234948,20220225,234948,23.0,1
20220225 234948,20220225,234948,23.0,1
20220225 234951,20220225,234951,23.0,1
20220225 234951,20220225,234951,23.0,1
20220225 234951,20220225,234951,23.0,1
20220225 234951,20220225,234951,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234953,20220225,234953,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 234955,20220225,234955,23.0,1
20220225 235001,20220225,235001,23.0,1
20220225 235001,20220225,235001,23.0,1
20220225 235016,20220225,235016,23.0,5
20220225 235016,20220225,235016,23.0,5
20220225 235023,20220225,235023,23.0,41
20220225 235023,20220225,235023,23.0,40
20220225 235023,20220225,235023,23.0,1
20220225 235056,20220225,235056,22.0,1
20220225 235056,20220225,235056,22.0,1
20220225 235114,20220225,235114,22.5,5
20220225 235114,20220225,235114,22.5,1
20220225 235114,20220225,235114,22.5,4
20220225 235125,20220225,235125,22.5,1
20220225 235125,20220225,235125,22.5,1
20220225 235129,20220225,235129,22.5,19
20220225 235129,20220225,235129,22.5,19
20220225 235129,20220225,235129,22.0,1
20220225 235129,20220225,235129,22.0,1
20220225 235129,20220225,235129,22.0,8
20220225 235129,20220225,235129,22.0,1
20220225 235129,20220225,235129,22.0,11
20220225 235137,20220225,235137,21.5,1
20220225 235137,20220225,235137,21.5,1
20220225 235209,20220225,235209,21.0,12
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,4
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,1
20220225 235209,20220225,235209,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235220,20220225,235220,21.0,1
20220225 235253,20220225,235253,21.0,1
20220225 235253,20220225,235253,21.0,1
20220225 235258,20220225,235258,21.0,10
20220225 235258,20220225,235258,21.0,5
20220225 235258,20220225,235258,21.0,2
20220225 235258,20220225,235258,21.0,1
20220225 235258,20220225,235258,21.0,2
20220225 235307,20220225,235307,21.0,1
20220225 235307,20220225,235307,21.0,1
20220225 235358,20220225,235358,22.0,1
20220225 235358,20220225,235358,22.0,1
20220225 235358,20220225,235358,21.5,1
20220225 235358,20220225,235358,21.5,1
20220225 235358,20220225,235358,22.0,1
20220225 235358,20220225,235358,22.0,1
20220225 235417,20220225,235417,21.5,2
20220225 235417,20220225,235417,21.5,2
20220225 235458,20220225,235458,21.5,1
20220225 235458,20220225,235458,21.5,1
20220225 235459,20220225,235459,21.5,2
20220225 235459,20220225,235459,21.5,1
20220225 235459,20220225,235459,21.5,1
20220225 235507,20220225,235507,21.0,2
20220225 235507,20220225,235507,21.0,2
20220225 235509,20220225,235509,21.0,1
20220225 235509,20220225,235509,21.0,1
20220225 235518,20220225,235518,21.5,10
20220225 235518,20220225,235518,21.5,10
20220225 235518,20220225,235518,21.0,1
20220225 235518,20220225,235518,21.0,1
20220225 235523,20220225,235523,21.0,4
20220225 235523,20220225,235523,21.0,2
20220225 235523,20220225,235523,21.0,2
20220225 235527,20220225,235527,20.5,1
20220225 235527,20220225,235527,20.5,1
20220225 235534,20220225,235534,21.5,18
20220225 235534,20220225,235534,21.5,14
20220225 235534,20220225,235534,21.5,2
20220225 235534,20220225,235534,21.5,2
20220225 235553,20220225,235553,21.5,1
20220225 235553,20220225,235553,21.5,1
20220225 235553,20220225,235553,21.5,1
20220225 235553,20220225,235553,21.5,1
20220225 235553,20220225,235553,21.5,2
20220225 235553,20220225,235553,21.5,2
20220225 235605,20220225,235605,21.5,1
20220225 235605,20220225,235605,21.5,1
20220225 235625,20220225,235625,20.5,1
20220225 235625,20220225,235625,20.5,1
20220225 235652,20220225,235652,20.5,1
20220225 235652,20220225,235652,20.5,1
20220225 235703,20220225,235703,21.0,2
20220225 235703,20220225,235703,21.0,2
20220225 235704,20220225,235704,22.0,1
20220225 235704,20220225,235704,22.0,1
20220225 235715,20220225,235715,22.0,1
20220225 235715,20220225,235715,22.0,1
20220225 235810,20220225,235810,21.5,1
20220225 235810,20220225,235810,21.5,1
20220225 235909,20220225,235909,21.0,1
20220225 235909,20220225,235909,21.0,1
20220225 235935,20220225,235935,20.5,3
20220225 235935,20220225,235935,20.5,3
20220225 235939,20220225,235939,20.5,2
20220225 235939,20220225,235939,20.5,2
20220225 235946,20220225,235946,21.0,4
20220225 235946,20220225,235946,21.0,2
20220225 235946,20220225,235946,21.0,2
20220225 235959,20220225,235959,20.0,2
20220225 235959,20220225,235959,20.0,2
20220226 000002,20220226,000002,21.0,1
20220226 000002,20220226,000002,21.0,1
20220226 000006,20220226,000006,20.0,1
20220226 000006,20220226,000006,20.0,1
20220226 000024,20220226,000024,20.5,1
20220226 000024,20220226,000024,20.5,1
20220226 000026,20220226,000026,20.0,1
20220226 000026,20220226,000026,20.0,1
20220226 000033,20220226,000033,20.0,3
20220226 000033,20220226,000033,20.0,3
20220226 000043,20220226,000043,20.0,1
20220226 000043,20220226,000043,20.0,1
20220226 000044,20220226,000044,20.0,1
20220226 000044,20220226,000044,20.0,1
20220226 000052,20220226,000052,19.5,1
20220226 000052,20220226,000052,19.5,1
20220226 000100,20220226,000100,19.0,4
20220226 000100,20220226,000100,19.0,1
20220226 000100,20220226,000100,19.0,3
20220226 000100,20220226,000100,18.5,3
20220226 000100,20220226,000100,18.5,3
20220226 000100,20220226,000100,18.0,3
20220226 000100,20220226,000100,18.0,3
20220226 000133,20220226,000133,18.5,1
20220226 000133,20220226,000133,18.5,1
20220226 000212,20220226,000212,18.5,1
20220226 000212,20220226,000212,18.5,1
20220226 000234,20220226,000234,19.5,1
20220226 000234,20220226,000234,19.5,1
20220226 000311,20220226,000311,19.5,2
20220226 000311,20220226,000311,19.5,2
20220226 000311,20220226,000311,19.5,2
20220226 000311,20220226,000311,19.5,2
20220226 000317,20220226,000317,19.0,1
20220226 000317,20220226,000317,19.0,1
20220226 000317,20220226,000317,19.0,1
20220226 000317,20220226,000317,19.0,1
20220226 000459,20220226,000459,20.0,3
20220226 000459,20220226,000459,20.0,3
20220226 000504,20220226,000504,20.0,1
20220226 000504,20220226,000504,20.0,1
20220226 000533,20220226,000533,20.5,2
20220226 000533,20220226,000533,20.5,1
20220226 000533,20220226,000533,20.5,1
20220226 000545,20220226,000545,20.0,2
20220226 000545,20220226,000545,20.0,1
20220226 000545,20220226,000545,20.0,1
20220226 000545,20220226,000545,19.5,8
20220226 000545,20220226,000545,19.5,8
20220226 000611,20220226,000611,21.0,6
20220226 000611,20220226,000611,21.0,1
20220226 000611,20220226,000611,21.0,2
20220226 000611,20220226,000611,21.0,1
20220226 000611,20220226,000611,21.0,2
20220226 000611,20220226,000611,21.5,2
20220226 000611,20220226,000611,21.5,2
20220226 000611,20220226,000611,21.5,4
20220226 000616,20220226,000616,20.5,1
20220226 000616,20220226,000616,20.5,1
20220226 000632,20220226,000632,21.0,1
20220226 000632,20220226,000632,21.0,1
20220226 000653,20220226,000653,20.0,1
20220226 000653,20220226,000653,20.0,1
20220226 000700,20220226,000700,20.0,1
20220226 000700,20220226,000700,20.0,1
20220226 000703,20220226,000703,20.0,1
20220226 000703,20220226,000703,20.0,1
20220226 000725,20220226,000725,20.0,1
20220226 000725,20220226,000725,20.0,1
20220226 000731,20220226,000731,20.0,1
20220226 000731,20220226,000731,20.0,1
20220226 000737,20220226,000737,20.0,1
20220226 000737,20220226,000737,20.0,1
20220226 000737,20220226,000737,20.0,1
20220226 000737,20220226,000737,20.0,1
20220226 000742,20220226,000742,20.0,1
20220226 000742,20220226,000742,20.0,1
20220226 000744,20220226,000744,20.0,1
20220226 000744,20220226,000744,20.0,1
20220226 000746,20220226,000746,20.0,1
20220226 000746,20220226,000746,20.0,1
20220226 000746,20220226,000746,20.0,1
20220226 000746,20220226,000746,20.0,1
20220226 000802,20220226,000802,20.5,1
20220226 000802,20220226,000802,20.5,1
20220226 000807,20220226,000807,20.0,1
20220226 000807,20220226,000807,20.0,1
20220226 000856,20220226,000856,20.5,1
20220226 000856,20220226,000856,20.5,1
20220226 000856,20220226,000856,20.5,1
20220226 000856,20220226,000856,20.5,1
20220226 000857,20220226,000857,20.5,1
20220226 000857,20220226,000857,20.5,1
20220226 000859,20220226,000859,20.5,1
20220226 000859,20220226,000859,20.5,1
20220226 000903,20220226,000903,20.5,1
20220226 000903,20220226,000903,20.5,1
20220226 000903,20220226,000903,20.5,1
20220226 000903,20220226,000903,20.5,1
20220226 000911,20220226,000911,20.5,2
20220226 000911,20220226,000911,20.5,2
20220226 000940,20220226,000940,20.5,3
20220226 000940,20220226,000940,20.5,2
20220226 000940,20220226,000940,20.5,1
20220226 001011,20220226,001011,20.5,1
20220226 001011,20220226,001011,20.5,1
20220226 001020,20220226,001020,20.5,1
20220226 001020,20220226,001020,20.5,1
20220226 001020,20220226,001020,20.0,5
20220226 001020,20220226,001020,20.0,5
20220226 001114,20220226,001114,20.0,1
20220226 001114,20220226,001114,20.0,1
20220226 001122,20220226,001122,20.0,4
20220226 001122,20220226,001122,20.0,4
20220226 001125,20220226,001125,20.0,1
20220226 001125,20220226,001125,20.0,1
20220226 001148,20220226,001148,20.0,5
20220226 001148,20220226,001148,20.0,5
20220226 001148,20220226,001148,20.0,5
20220226 001148,20220226,001148,20.0,5
20220226 001151,20220226,001151,20.5,3
20220226 001151,20220226,001151,20.5,2
20220226 001151,20220226,001151,20.5,1
20220226 001201,20220226,001201,21.0,6
20220226 001201,20220226,001201,21.0,3
20220226 001201,20220226,001201,21.0,1
20220226 001201,20220226,001201,21.0,1
20220226 001201,20220226,001201,21.0,1
20220226 001249,20220226,001249,21.5,1
20220226 001249,20220226,001249,21.5,1
20220226 001328,20220226,001328,21.5,3
20220226 001328,20220226,001328,21.5,1
20220226 001328,20220226,001328,21.5,2
20220226 001348,20220226,001348,22.0,1
20220226 001348,20220226,001348,22.0,1
20220226 001354,20220226,001354,22.0,5
20220226 001354,20220226,001354,22.0,3
20220226 001354,20220226,001354,22.0,1
20220226 001354,20220226,001354,22.0,1
20220226 001354,20220226,001354,22.0,1
20220226 001354,20220226,001354,22.0,1
20220226 001404,20220226,001404,22.0,2
20220226 001404,20220226,001404,22.0,2
20220226 001404,20220226,001404,22.0,3
20220226 001404,20220226,001404,22.0,3
20220226 001421,20220226,001421,21.5,1
20220226 001421,20220226,001421,21.5,1
20220226 001428,20220226,001428,21.0,1
20220226 001428,20220226,001428,21.0,1
20220226 001435,20220226,001435,21.5,2
20220226 001435,20220226,001435,21.5,2
20220226 001510,20220226,001510,21.5,2
20220226 001510,20220226,001510,21.5,1
20220226 001510,20220226,001510,21.5,1
20220226 001517,20220226,001517,22.0,1
20220226 001517,20220226,001517,22.0,1
20220226 001521,20220226,001521,22.0,20
20220226 001521,20220226,001521,22.0,1
20220226 001521,20220226,001521,22.0,19
20220226 001539,20220226,001539,22.5,1
20220226 001539,20220226,001539,22.5,1
20220226 001540,20220226,001540,22.0,1
20220226 001540,20220226,001540,22.0,1
20220226 001549,20220226,001549,22.5,1
20220226 001549,20220226,001549,22.5,1
20220226 001554,20220226,001554,22.5,2
20220226 001554,20220226,001554,22.5,2
20220226 001555,20220226,001555,21.5,1
20220226 001555,20220226,001555,21.5,1
20220226 001641,20220226,001641,22.0,20
20220226 001641,20220226,001641,22.0,20
20220226 001642,20220226,001642,22.0,1
20220226 001642,20220226,001642,22.0,1
20220226 001652,20220226,001652,21.5,20
20220226 001652,20220226,001652,21.5,1
20220226 001652,20220226,001652,21.5,19
20220226 001706,20220226,001706,21.5,6
20220226 001706,20220226,001706,21.5,6
20220226 001706,20220226,001706,21.5,20
20220226 001706,20220226,001706,21.5,20
20220226 001709,20220226,001709,21.5,6
20220226 001709,20220226,001709,21.5,5
20220226 001709,20220226,001709,21.5,1
20220226 001824,20220226,001824,21.0,3
20220226 001824,20220226,001824,21.0,1
20220226 001824,20220226,001824,21.0,2
20220226 001824,20220226,001824,21.5,1
20220226 001824,20220226,001824,21.5,1
20220226 001824,20220226,001824,21.5,2
20220226 001845,20220226,001845,21.0,1
20220226 001845,20220226,001845,21.0,1
